rsi,cycle,band,atr,obv,accdist,label
46.69,-0.0055,210.899,0.123,412409,-16241.91,false
40.65,-0.0598,134.6046,0.1007,-25932,191128.02,true
49.4,-0.0451,210.8957,0.1193,455372,113.46,false
42.25,-0.0294,450.0223,0.2157,123254,88217.01,true
34.78,-0.0889,134.561,0.1025,-859429,-628840.2,true
45.26,-0.0217,210.8674,0.1183,347249,-51820.21,false
48,0.0078,449.9894,0.2219,110566,66733.71,true
35.28,-0.0323,134.5007,0.1007,-1510567,-605964.9,true
43.7,-0.003,210.8362,0.1107,387189,-28160.57,false
41.04,-0.0099,210.8063,0.11,336243,-65959.95,false
44.66,-0.0067,210.7941,0.1014,342608,-61893.37,false
45.55,-0.0172,449.9571,0.1895,137063,74941.67,true
48.64,0.0234,210.7591,0.1033,301343,-39738.28,false
38.95,-0.0374,449.9264,0.1966,159163,81862.57,true
47.27,-0.1008,449.8913,0.1849,96383,55896.21,true
59.66,-0.1217,134.6071,0.1407,1882898,1637421.1,true
59.87,-0.0807,210.6586,0.1283,297735,-100171.59,false
57.56,-0.0628,210.6902,0.1215,169514,-77036.5,false
57.56,-0.0392,210.7361,0.118,211398,-52421.53,false
51.92,-0.0336,210.7754,0.1155,211048,-52015.21,false
44.41,-0.0551,210.8193,0.1089,233392,-29632.35,false
41.12,-0.0766,210.842,0.1077,141515,-93211.12,true
48.62,-0.036,210.8961,0.1127,221787,-46376.39,false
59.62,-0.1011,135.3074,0.154,3991237,3308484.5,false
57.75,-0.132,135.3192,0.1511,3394242,3137664.5,false
41.72,-0.0503,211.0093,0.1026,213436,-39298.91,true
51.28,-0.0278,135.3786,0.1579,2747683,2656017,false
47.92,0.0018,211.0199,0.1047,215644,-32910.61,false
67.31,-0.1036,449.9642,0.2187,171423,113638.91,true
71.99,-0.0183,450.204,0.2052,171080,112631.78,true
41.38,0.0033,210.9945,0.1019,171357,-61516.56,true
43.78,-0.022,210.9911,0.104,114812,-71070.43,true
46.94,-0.0347,135.5855,0.1606,3295590,2761773.2,false
47.49,-0.0333,135.5684,0.1498,3449733,2687071.8,false
39.47,0.0022,210.9604,0.1067,144313,-28156.55,true
40.97,0.0045,210.9294,0.1128,139542,-23752.04,true
48.26,0.006,135.5017,0.1375,4178320,3227312,false
35.68,-0.0124,210.8937,0.11,133608,-24820.51,true
31.53,-0.0516,210.8394,0.1117,104036,-43869.28,true
38.39,-0.0406,210.8177,0.1135,167156,58676.95,true
54.03,-0.1689,451.3281,0.2656,49665,128721.19,true
37.57,-0.0378,135.4579,0.1168,3691432,3843284,false
35.34,-0.0639,135.4166,0.1175,3215115,3590326,false
39.91,-0.0386,135.4139,0.1196,3861977,3699884.2,false
32.5,-0.0161,135.3556,0.1268,3237642,3142120.5,false
31.73,-0.038,135.3084,0.1218,2609477,2781297.5,false
28.79,-0.0418,135.2444,0.1252,1928557,2266342,false
26.63,-0.0319,135.1742,0.122,974659,1955527.1,true
54.81,-0.0616,451.6731,0.1887,31190,91940.26,true
47.74,-0.0177,210.8314,0.0872,350684,82208.72,true
55.01,-0.0489,451.6934,0.1828,73810,106536.81,true
39.7,-0.0756,135.0574,0.1263,-413066,258120.3,false
59.5,-0.1373,451.8124,0.188,87492,108446.38,false
34.82,-0.0859,135.048,0.1299,-1100539,-101869.91,true
40.94,-0.0636,135.0529,0.1306,-499130,312226.97,false
58.59,-0.0602,451.8535,0.2047,83086,128553.06,false
32.5,-0.046,135.0076,0.1132,-856367,-670377.75,true
57.59,-0.1029,452.2994,0.2349,38504,68189.31,false
48.63,-0.0762,452.3062,0.2297,-19123,31779.97,false
59.3,-0.0832,211.3726,0.115,598601,307242,false
48.29,-0.0422,135.0131,0.1143,-1554352,-641905.2,true
49.52,-0.032,211.5616,0.1174,624570,322272.5,false
47.32,-0.0143,211.5589,0.11,654508,334734.5,false
47.92,0.0025,135.0761,0.0942,-1179204,-396012.8,true
44.51,-0.0315,211.5394,0.1093,590515,296766.78,false
42.92,-0.0311,211.5064,0.1056,542884,364229.22,false
53.87,-0.0393,452.624,0.166,118174,58515.84,false
49.55,-0.0076,135.1311,0.0958,-1757312,-477949.1,false
40.68,-0.023,135.1387,0.098,-1862506,-749577.06,true
38.64,-0.0585,135.1123,0.0905,-1915493,-840918.9,true
50.57,-0.0798,452.6475,0.1734,123454,63816.44,false
45.04,-0.0903,452.6788,0.1677,123624,65193.03,false
49.31,-0.0419,211.5128,0.1144,547986,392446.84,false
45.31,-0.0908,452.6939,0.1693,134779,72209.74,false
44.03,-0.0416,211.4827,0.1073,463328,341167.8,false
39.28,-0.0478,452.6245,0.1756,81391,38387.71,false
42.21,-0.0241,452.5856,0.1808,112291,44801.62,false
50.74,-0.0733,211.4981,0.099,501544,425091.88,false
51.41,-0.1112,135,0.1162,1023937,651712.6,false
43.43,-0.1535,134.9945,0.1221,484729,308492.22,false
47.22,-0.0545,211.5193,0.096,500859,405108.75,false
44.31,-0.1406,134.9879,0.1236,585001,673776.7,false
46.87,-0.1505,452.3607,0.2087,133199,47606.41,false
49.86,-0.0205,211.533,0.0964,556014,358291.16,false
52.3,-0.163,452.3802,0.2166,156790,64446.03,false
44.69,0.0053,135.0177,0.118,1259481,1124761.1,false
45.28,-0.011,211.5714,0.0953,416503,259989.27,false
42.63,-0.0276,211.5672,0.0953,304416,157606.88,false
37.35,-0.0432,211.5354,0.0985,178093,48058.43,false
40.86,-0.0384,211.5114,0.1023,178562,10730.76,false
38.17,-0.0106,211.4805,0.1018,80296,-31852.21,false
45.98,-0.0191,452.819,0.197,132769,46913.28,false
44.59,-0.0722,452.8094,0.2067,73282,10827.89,false
45.64,-0.0217,135.1202,0.0839,503819,1594997.6,false
38.4,-0.047,135.1152,0.0843,347203,1477137.5,false
37.49,-0.0639,135.091,0.0875,-520773,1275134,false
49.66,-0.0362,211.5048,0.1091,-6033,62188.09,false
40.95,-0.0465,452.7435,0.1869,59259,9299.33,false
32.65,-0.073,452.6404,0.1913,61716,26114.71,false
36.77,0.0192,135.0257,0.0939,-1331607,816739,true
37.2,-0.0199,452.5358,0.1952,83885,25359.21,false
36.12,-0.0256,211.4601,0.1093,-40184,-39842.43,false
36.58,-0.0475,211.4354,0.1098,-41830,-83638.24,false
32.64,0.0327,452.4169,0.1937,56030,37293.33,false
37.33,-0.03,134.9661,0.1046,-1496286,412486.12,true
33.2,-0.0398,211.3982,0.1068,-108240,-107094.06,false
30.2,-0.0144,452.3428,0.198,35468,43685.62,false
39.24,-0.0445,134.9426,0.1064,-1213195,654615.3,true
29.48,-0.0092,211.316,0.1122,-148207,-168824.88,false
27.31,-0.0091,452.2003,0.1923,-5557,1275.34,true
25.63,-0.0173,452.1171,0.1978,-13911,693.16,true
21.53,-0.0114,451.9648,0.205,-60731,-39742.16,true
40.71,-0.0053,134.8734,0.1227,-973714,850414.1,true
32.13,0.0342,211.1896,0.1159,-120776,-136933.12,false
23.58,-0.0331,451.8961,0.2042,-26615,-16491.21,true
39.56,-0.0015,134.8612,0.1202,-1187505,986981.56,true
21.47,-0.0157,451.8071,0.21,-55006,-27421.77,true
34.39,0.016,211.1346,0.1159,-190486,-95331.14,false
38.44,-0.0658,211.1546,0.1704,-81653,-95773.75,false
52.53,-0.0294,134.8545,0.1232,591085,2385586.5,false
36.36,-0.1411,211.1097,0.1811,-322179,-166943.42,false
52.96,-0.012,134.8569,0.1345,962843,2129517.2,false
0,0,0,0,0,0,false
0,0,0,0,0,0,true
0,0,0,0,0,0,true
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,-143.7899,0,0,0,0,false
0,-191.6888,0,0,0,0,false
0,-191.8264,0,0,0,0,true
29.63,-10.3703,0,0.5513,0,0,false
29.52,-7.6945,0,0.5626,0,0,true
73.79,-4.5124,454.6742,0.79,0,0,false
68.88,-1.4182,132.8423,0.3791,0,0,false
73.26,-2.3322,454.8191,0.7591,0,0,true
73.22,-1.651,454.8853,0.7359,0,0,true
67.63,-0.5265,133.5933,0.35,0,0,true
73.28,-1.0719,455.1458,0.7095,0,0,false
73.3,-0.5861,455.2421,0.6887,0,0,false
72.47,-0.2373,455.6766,0.5547,0,0,true
66.57,-0.0935,133.9654,0.3323,0,0,true
72.41,-0.1913,455.6899,0.5458,0,0,true
66.31,-0.0932,133.9167,0.323,0,0,true
38.48,-0.1648,205.2991,0.3478,0,0,false
37.88,-0.1347,205.546,0.313,0,0,true
68.18,-0.1173,456.4137,0.3579,0,0,false
67.09,-0.2114,456.4425,0.3472,0,0,false
40.3,-0.1365,206.4468,0.2847,0,0,false
64.28,-0.2842,456.3688,0.357,0,0,false
66.2,-0.0656,134.3395,0.2448,0,0,false
41.09,-0.0403,206.72,0.2728,0,0,false
62.7,-0.0001,456.3279,0.3459,0,0,false
60.53,-0.0628,456.1511,0.3524,0,0,false
62.56,-0.0578,134.8663,0.2256,0,0,false
37.84,-0.0835,206.6473,0.2635,0,0,false
59.7,-0.1021,455.9784,0.3553,0,0,true
60.99,-0.1154,134.9509,0.2203,0,0,false
39.57,-0.0905,206.6221,0.2767,0,0,false
59.63,-0.042,455.8317,0.3667,0,0,true
58.14,-0.1187,135.0096,0.2192,0,0,false
60.02,-0.0714,135.0246,0.2099,2307741,6161206,false
36.74,-0.0182,206.4706,0.2672,-447854,586136.8,true
56.35,0.0233,455.4963,0.3471,203247,347858.84,true
55.65,-0.0164,134.9816,0.2091,1846567,2351077.8,false
57.29,-0.0092,134.9659,0.2108,4191206,3962480.8,false
35.83,-0.0079,206.3108,0.2665,-79540,878457.7,true
56.31,0.0172,134.9497,0.2126,5853149,4976831.5,false
50.85,-0.032,134.881,0.2134,2803204,2556518,false
50.16,-0.044,206.211,0.2247,1124871,1361190.6,false
49.19,0.0293,134.9502,0.2157,2018050,1154722.1,false
46.84,-0.0816,134.9049,0.2186,559881,69560.03,false
45.92,-0.1139,206.2686,0.2174,1209951,1196317.1,true
42.75,-0.1457,134.8054,0.2271,-1034038,-818870.06,false
45.1,-0.1288,206.3066,0.1991,1235901,1292899.4,true
54.64,-0.13,455.6498,0.3274,-183836,50530.52,true
38.3,-0.166,134.653,0.2307,-1241762,-816429.25,true
56.28,-0.115,455.8297,0.3279,-141429,86273.68,true
43.81,-0.1097,134.5931,0.2386,585836,603670.6,false
51.67,-0.0513,456.3944,0.3066,-54667,29480.13,true
40.6,-0.0254,134.3059,0.1999,237549,1044064.7,true
43.08,-0.06,134.2968,0.201,40582,555957.94,false
55.04,-0.1323,206.925,0.1806,421340,678390.8,false
42.29,-0.0179,134.4595,0.1753,485831,20735.16,true
54.16,-0.1353,207.0023,0.1771,477537,773488.25,false
54.65,-0.0856,456.3033,0.2377,25717,64229.62,false
42.95,-0.0543,134.4444,0.1799,578187,69064.12,true
45.56,-0.0351,207.2231,0.1816,364778,518689.34,false
53.32,-0.0249,207.2464,0.1866,496610,543102.75,false
46.53,-0.0524,207.4461,0.1591,78289,431665.38,false
46.53,-0.0892,207.4185,0.1575,20871,360206.94,false
47.78,-0.1571,456.7638,0.2509,67355,49745.69,false
43.53,-0.0714,207.375,0.1589,92950,434424.44,false
50.39,-0.158,456.7787,0.2416,97070,75093.49,false
37.57,-0.0807,207.3002,0.1678,123269,448886.16,true
47.37,-0.0645,456.7481,0.2302,102735,81300.19,false
54.76,-0.0795,134.3745,0.1539,720781,-441497.12,false
36.91,-0.1002,207.2269,0.1693,10327,434282.16,true
55.57,-0.0891,134.4224,0.1607,706923,-340573.38,false
33.13,-0.0769,207.1373,0.1743,7210,413495.66,true
48.7,0.0062,456.7125,0.2182,140271,117712.28,false
48.84,-0.0799,134.4475,0.16,66747,-727820.1,true
37.5,-0.0276,207.0822,0.1785,142936,454058.97,true
47.63,0.0368,456.688,0.2139,95151,161685.78,false
51.04,-0.0687,134.4855,0.1561,883900,-243801.03,true
54.58,-0.0571,207.0597,0.1449,15815,412025.6,true
53.4,-0.2054,456.4611,0.239,65596,23899.98,true
58.53,-0.1194,134.7399,0.1453,2724095,1240387.1,false
58.73,-0.0708,207.1209,0.1485,126881,467592.44,false
55.39,-0.1888,456.4868,0.2419,63646,35674.73,false
61.71,-0.1091,134.7726,0.1488,2517935,1336119.9,false
52.51,-0.029,207.2546,0.1405,208572,464928.47,true
48.29,-0.0917,456.5307,0.2461,48530,25750.53,true
52.5,-0.0646,134.8449,0.1479,3344963,2003848.1,false
46.3,-0.0641,207.4156,0.136,319626,458790.4,true
44.71,-0.0486,456.6154,0.2544,72114,28359.54,true
46.46,-0.0532,134.9535,0.1479,4684734,2649563.8,false
48.25,-0.0552,207.4273,0.1434,292393,433986.28,true
45.77,-0.0502,456.6236,0.2522,81362,27035.54,true
44.53,-0.0573,134.9889,0.1457,3646265,1972625,false
41.5,0.0252,134.9955,0.1479,3997085,2106599.8,false
39.99,-0.0015,134.9795,0.1386,3374749,2231051.5,false
37.49,-0.0175,134.9438,0.1337,2934463,2007351,false
46.05,-0.0902,456.8432,0.2015,138693,42660.21,true
41.85,-0.1777,456.8469,0.1947,101193,22289,true
38.83,-0.1794,456.8017,0.1989,52444,-12897.3,true
51.7,0.0112,134.971,0.2462,3194286,2591432.5,false
41.13,-0.0008,456.7053,0.2038,56759,60.8,true
50.1,-0.0068,456.7132,0.2173,72959,9928.46,true
57.33,-0.0029,134.9969,0.3879,2285791,1787659.2,false
57.54,0.0208,134.9837,0.5532,1250517,1562877.2,false
38.09,-0.0534,134.9899,0.692,-200600,535489.5,false
46.99,-0.1047,134.8208,0.1211,-1279768,-66883.01,false
56.82,-0.0339,208.0366,0.126,545402,320577.2,true
40.41,-0.0863,134.8084,0.1233,-1304204,-82780.69,false
57.6,-0.063,208.0984,0.1182,559063,333412.16,true
43.48,-0.0616,134.8029,0.1158,-1329761,-37367.18,false
52.7,-0.0646,208.1563,0.124,480171,282373.12,true
59.32,-0.0236,208.2217,0.1329,510948,316660.94,false
39.51,-0.0243,134.8055,0.1226,-2150787,-798340.56,true
34.84,-0.0629,134.7744,0.1174,-3085900,-976142.6,true
46.02,-0.0491,208.244,0.1223,328521,257002.98,true
38.74,-0.0626,134.7631,0.1214,-3121546,-817856.5,true
44.68,-0.0881,208.21,0.121,299531,235800.45,true
59.19,-0.1179,457.4494,0.1822,148868,11493.35,true
39.83,-0.0831,208.1533,0.1217,171331,124851.52,true
52.81,-0.1294,457.5666,0.1785,149382,8580.03,true
50.92,-0.1097,457.693,0.1717,138129,511.43,true
50.34,-0.0657,457.7453,0.1703,124362,-7103.45,true
53.23,0.0276,457.7582,0.1641,151692,15981.31,true
39.94,0.0004,134.6932,0.1139,-2331248,370885.25,true
61.99,-0.0783,208.3451,0.1462,569254,250968.33,false
64.88,-0.1128,208.4069,0.1505,438856,165665.03,false
62.87,-0.0542,135.0966,0.0985,2768826,1582462.4,false
56.33,-0.1045,208.4714,0.1584,444521,148184.52,false
57.93,-0.0349,135.1486,0.0992,2896923,1230009.8,false
53,-0.1032,208.5358,0.1573,295155,135564.73,false
57.58,-0.0278,135.2111,0.0974,2931267,1581436.2,false
49.56,-0.1045,208.5845,0.1614,204066,110477.86,false
48.58,-0.0698,208.6373,0.1568,113482,108608.56,false
49.53,-0.0204,208.6878,0.1589,138426,90253.27,false
53.26,-0.1514,458.4346,0.2324,265499,31381.34,false
50.43,-0.1446,458.573,0.2264,233917,10653.86,false
46.68,-0.1028,458.6146,0.2157,176915,1135.93,false
46.13,-0.0849,458.6201,0.2246,147485,1965.2,false
52.78,-0.0072,135.3932,0.1098,2109991,1388092.8,false
40.81,-0.1072,135.3438,0.1176,1975898,1245990.4,false
49.77,-0.0057,208.7492,0.1214,71729,86950.21,false
45.36,-0.1293,135.328,0.1183,2446229,1500702.8,false
42.9,-0.0183,208.7199,0.1186,71205,61248.98,false
39.55,0.0072,458.5224,0.2,180692,5537.21,false
39.59,-0.0749,135.2755,0.1187,2451402,1477241.2,false
45.84,-0.0318,208.7163,0.1136,74767,72704.5,false
39.29,-0.0416,135.2307,0.1183,1981698,1502481.1,false
54.95,0.0064,135.2296,0.3232,2795085,2125188.5,false
45.03,-0.0204,208.8389,0.1424,122805,47354.54,false
45.6,-0.0661,208.8321,0.1432,197434,83726.66,false
43.65,-0.0504,208.8164,0.1435,237028,112973.45,false
44.92,-0.0205,208.8095,0.1457,356722,195763.3,false
39.22,-0.017,208.7718,0.1505,286605,132607.03,false
50.81,-0.0901,458.5807,0.2332,181853,21011.09,false
37.51,-0.0379,208.7299,0.1473,262138,131305.73,false
47.87,-0.0806,458.5819,0.2256,181507,19045.15,false
37.51,-0.0326,208.6954,0.1443,239898,114763.21,false
44.23,-0.0791,458.5867,0.216,170090,12055.77,false
33.68,-0.0144,208.6431,0.1265,192325,71203.42,false
43.43,-0.0766,458.5912,0.1823,141525,-3525,false
44.68,-0.026,135.2192,0.2847,2524853,1800747.8,false
29.69,-0.0325,208.5701,0.1265,206326,70688.42,false
39.95,-0.0566,458.5714,0.1746,138410,-3465.85,false
38.8,-0.0536,135.1911,0.2818,2434502,1568509.1,true
27.47,-0.0526,208.4911,0.1317,178385,48666.71,false
31.42,-0.0244,208.4381,0.1314,288611,133257.83,false
39,0.0034,458.5566,0.1738,130766,2099.47,false
36,-0.0126,458.4833,0.1827,82323,-1564.49,false
30.77,-0.0055,208.2902,0.1257,12963,55739.01,false
50.89,-0.0469,135.2253,0.1211,1641267,1387494.4,false
40.76,0.0381,458.1888,0.1737,96698,9750.72,false
53.01,-0.0375,135.2254,0.1254,1961315,1481130.2,false
32.88,-0.0031,208.2541,0.1235,-109536,46331.54,false
50.33,-0.0281,135.242,0.1299,1656965,1368979.8,false
33.25,-0.0035,208.2698,0.1053,-172296,38275.99,false
30.52,-0.0113,208.2605,0.1033,-237263,29819.74,false
26.83,-0.02,208.2332,0.0983,-386262,-82593.08,false
42.53,-0.0147,458.2715,0.1512,30400,50929.69,false
46.36,-0.0174,135.2706,0.1014,96688,501195.88,false
30.98,0.0247,208.1668,0.096,-612550,-214871.62,false
39.4,-0.017,135.3082,0.0932,-171582,472803.78,false
39.91,-0.0238,135.2873,0.0903,-276099,299606.56,false
29.03,-0.0197,208.1295,0.0979,-824839,-288471.4,false
40.24,-0.1398,458.2936,0.167,-76797,-3382.24,false
38.65,-0.0091,135.28,0.0882,-651590,443112.06,false
28.51,-0.0078,208.1147,0.1016,-809227,-237900.73,false
46.19,-0.0726,458.296,0.1749,-58593,3307.15,false
22.4,-0.0214,208.0636,0.108,-807472,-282584.62,true
21.45,-0.0512,208.0133,0.117,-910208,-252788.55,true
40.23,-0.0064,458.2784,0.1722,-72510,-2575.52,false
35.02,-0.0065,135.2304,0.0943,-779687,620208.4,false
36.3,-0.0515,458.244,0.1776,-100825,-1992.33,false
36.51,-0.0391,135.2053,0.0929,-294464,998682.3,false
19.39,-0.0044,207.8595,0.1308,-829739,-206485.05,true
28.14,-0.0844,458.0861,0.189,-159585,-54599.6,false
31.65,-0.0147,135.134,0.0951,-746734,990777.1,false
29.25,-0.0989,457.9954,0.1926,-174080,-67225.31,false
30.77,-0.0194,135.0145,0.114,-1081491,710598.3,true
40.3,-0.0839,457.8005,0.2144,-94232,-42557.83,false
43.56,-0.1074,207.7858,0.1565,-539237,-48286.28,true
40.54,-0.0071,134.9629,0.1279,-311046,1179902.1,true
46.49,-0.0405,135.0086,0.0837,-209955,772838.25,false
45.85,-0.0804,457.9546,0.1384,-114541,-20913.33,false
43.78,-0.0664,135.0097,0.0876,-524859,638313.5,false
56.22,-0.104,207.9656,0.1064,-367443,31874.96,false
51.25,-0.0869,458.001,0.1438,-105101,-17430.33,false
51.66,-0.0896,207.9725,0.1107,-337559,33085.87,false
50.42,-0.0685,207.9738,0.106,-356775,24546.15,false
49.78,-0.0439,208.0022,0.1067,-369068,46659.15,false
46.88,-0.0067,458.0263,0.1397,-82595,-12839.3,false
39.51,0.0023,135.0253,0.0818,-650135,357231.72,false
43.78,-0.0313,208.0276,0.1088,-353709,41452.67,false
46.88,-0.0027,458.0781,0.1418,-74773,-8790.83,false
43.64,-0.0004,135.0259,0.0854,-227171,657761.9,false
46.54,-0.0275,208.0699,0.1067,-288454,81780.06,false
48.89,-0.0525,458.2349,0.1636,-42982,5531.54,false
44.61,-0.1315,458.2181,0.1646,-46451,2062.54,false
54.25,-0.0923,458.2178,0.1721,-41211,4062.31,false
64.16,-0.0035,135.0492,0.0974,505884,258777.02,false
45.02,-0.0211,458.2029,0.1936,-46275,-27148.64,false
41.01,-0.0962,458.1688,0.2036,-43632,-27563.97,false
47.78,-0.0216,135.0514,0.1072,-297092,-103135.82,false
64.97,-0.0236,208.1949,0.1235,70434,52791.46,false
50.33,-0.0617,458.1876,0.2064,-12530,-15274.56,false
53.98,-0.0529,135.0633,0.1111,13252,64966.73,false
40.65,-0.0039,458.137,0.2213,-33941,-26532.54,false
42.12,-0.0448,458.1081,0.217,-19003,-16964.1,false
52.73,-0.0375,208.2799,0.1196,65767,130357.82,false
43.66,-0.0722,208.3283,0.1268,17489,84119.63,false
40.33,0.0097,458.0434,0.2289,-49579,-45140.31,false
49.41,-0.0727,208.3855,0.1211,9759,95742.03,false
37.35,-0.0654,457.964,0.2271,-70937,-62767.82,false
44.75,-0.0266,208.403,0.1225,11044,75611.72,false
35.13,-0.0854,457.8732,0.2237,-79472,-61992.37,false
44.37,-0.0455,135.1792,0.1154,196557,352278.7,true
41.85,-0.0024,135.1488,0.1175,213433,187881.47,true
40.43,-0.0188,135.1215,0.1193,-110951,-113429.19,true
43.83,-0.0146,208.37,0.1188,156797,68943.88,false
44.64,-0.0106,135.1073,0.1107,230667,67582.46,true
39.11,-0.0204,208.3231,0.1263,156733,24697.28,false
37.9,0.004,457.6861,0.2007,-55046,-40838.83,false
44.19,0.022,135.0944,0.1128,182522,325069.75,true
37.1,-0.0095,135.0427,0.1016,-375722,-65388.39,true
40.4,-0.0209,135.0223,0.0991,141901,-76819.98,true
36.99,-0.016,208.1618,0.1175,277000,53238.33,true
31.9,-0.056,208.0669,0.1088,-45808,-89916.83,true
40.96,-0.0952,457.7015,0.1608,-94046,-36154.63,false
31.07,-0.0407,208.0386,0.1109,-52396,-38334.41,true
38.92,-0.0833,457.6979,0.1658,-92755,-29531.95,true
43.67,-0.0304,135.0191,0.099,931021,-304104.38,true
46.11,-0.033,208.0444,0.109,-64943,-70181.25,true
41.1,-0.0478,457.6964,0.216,-99392,-59483.51,false
45.4,-0.0865,457.6915,0.2226,-66508,-33087.32,false
36.41,-0.0669,457.5547,0.2383,-94734,-30448.98,true
53.76,-0.0399,135.0294,0.1061,1872971,-387313.97,false
43.91,-0.0534,208.0325,0.1166,-119177,-47571.3,true
31.94,-0.0735,457.4525,0.2351,-97242,-33058.75,true
43.34,-0.0804,208.0282,0.1159,-146486,8216.54,true
30.11,-0.0882,457.34,0.2294,-103327,-32023.18,true
47.93,-0.0165,135.031,0.1029,1854402,-186258.53,true
41.02,-0.0574,208.0238,0.1134,-181366,23415.91,true
34.18,-0.0363,457.268,0.2275,-101814,-30629.22,true
44.93,-0.0284,135.0314,0.1022,1807528,-13817.43,true
50.32,-0.0131,135.0538,0.1029,2013950,308771.75,false
53.09,-0.0516,135.1582,0.1303,1988105,-324882.75,false
55.85,-0.107,207.9808,0.2033,-416954,9277.26,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,-144.3325,0,0,0,0,false
0,-192.3556,0,0,0,0,true
0,-192.2951,0,0,0,0,true
0,-124.2902,0,0,0,0,false
0,-110.5548,0,0,0,0,false
0,-92.2302,0,0,0,0,false
0,-250.4719,0,0,0,0,false
0,-73.7485,0,0,0,0,false
0,-37.5056,0,0,0,0,false
40.37,-44.0566,0,0.5938,0,0,false
32.5,-12.8796,0,0.3601,0,0,false
31.46,-10.3883,0,0.3132,0,0,true
40.15,-22.8278,0,0.5885,0,0,false
32.21,-6.783,0,0.3051,0,0,false
31.37,-7.5285,0,0.3095,0,0,true
39.49,-16.5052,0,0.6035,0,0,true
31.78,-4.9236,0,0.3021,0,0,false
32.01,-5.3592,0,0.2931,0,0,true
40.05,-11.8691,0,0.6135,0,0,false
31.81,-3.5635,0,0.3071,0,0,false
31.34,-1.7429,132.9804,0.285,0,0,true
32.12,-1.195,132.9047,0.2843,0,0,true
40.53,-0.6952,454.4812,0.5155,0,0,false
33.73,-0.3713,206.6444,0.3057,0,0,true
32.61,-0.1861,132.7997,0.2796,0,0,false
34.61,-0.2787,206.648,0.3097,0,0,false
32.96,-0.1532,132.7827,0.2814,0,0,false
33.87,-0.1598,206.6582,0.3101,0,0,true
40.38,-0.1396,454.3991,0.523,0,0,true
34.65,-0.1247,206.6757,0.3136,0,0,true
40.25,-0.1064,454.3576,0.493,0,0,true
32.84,-0.0062,132.7496,0.2725,0,0,false
32.63,-0.0475,132.7187,0.2668,0,0,false
33.76,-0.0267,132.7514,0.2617,0,0,false
40.38,-0.0914,454.5002,0.4509,0,0,true
33.13,-0.024,132.7756,0.2425,0,0,false
32.85,-0.1255,132.7265,0.2414,0,0,true
39.6,-0.2295,454.3898,0.4284,0,0,true
41.11,-0.0912,454.3727,0.4216,0,0,true
34.21,-0.0253,132.679,0.235,0,0,true
42.72,-0.0288,454.4063,0.3736,0,0,true
40.19,-0.0583,132.6962,0.1775,0,0,false
38.88,-0.0717,207.6158,0.2168,0,0,true
38.61,-0.08,132.6964,0.1696,0,0,false
38.58,-0.1357,207.6049,0.219,0,0,true
38.01,-0.1003,132.6927,0.1611,0,0,false
39.52,0.0192,207.6402,0.2243,0,0,true
37.38,-0.0158,132.7513,0.1729,0,0,false
35.28,-0.0701,132.778,0.1618,-5321980,-509636.3,true
39.75,-0.0195,132.8115,0.1708,-3579126,88782.71,true
47.01,-0.1018,454.6249,0.3452,57059,-45150.44,true
51.82,-0.0091,455.1164,0.2909,61089,-35749.97,false
56.86,-0.0565,132.9472,0.1496,3454638,3908614.8,false
42.01,-0.0934,207.8003,0.173,28117,247065.98,false
52.93,0.0024,455.5889,0.2717,62977,-41701.92,false
37.53,-0.1564,207.7603,0.1852,77630,251609.62,false
46.92,-0.1398,455.5849,0.2803,58868,-40507.43,false
51.75,-0.1,133.4552,0.1419,2445839,2004001.5,false
34.37,-0.1679,207.6758,0.1912,-102671,136181.34,false
45.44,-0.2189,455.5425,0.2899,25668,-54896.8,true
33.72,-0.111,207.5934,0.1976,-26335,282761.78,false
43.67,-0.1646,455.4885,0.2895,44839,-40194.87,true
47.94,-0.0317,133.4668,0.1515,515375,1827768.6,false
41.63,-0.065,133.44,0.1455,289513,1626024.5,true
46.49,-0.034,133.423,0.1427,1490697,2304976.5,false
40.62,0.0351,207.3429,0.1732,-189655,130392.9,false
39.4,0.0126,207.3413,0.1708,-171326,152233.61,false
38.82,-0.0127,207.3455,0.1673,-264400,98650.84,false
39.65,-0.015,133.3351,0.1366,1230893,1821285.5,true
39.36,-0.0075,207.3389,0.1494,-265892,95223.66,false
45.62,-0.0061,133.3224,0.1365,2014348,2110971,true
36.65,-0.0053,207.3725,0.1211,-279443,-76022.16,false
36.23,-0.0009,207.4141,0.1057,-416278,-93290.81,false
34.96,-0.0015,207.481,0.1049,-456388,-158421.02,false
36.26,0.0093,207.4699,0.1027,-470580,-164607.44,false
34.06,0.0131,207.4526,0.1042,-474820,-160671.12,false
35.93,0.0064,207.4434,0.1063,-519812,-211595.17,false
34.2,0.0106,207.418,0.1062,-387943,-151935.62,false
53.22,-0.0711,455.8377,0.2043,19354,-31164.05,false
27.36,-0.0504,207.3594,0.119,-394289,-149996.45,true
54.55,-0.1141,455.9244,0.2154,49343,-16936.34,false
50.51,-0.0273,133.3404,0.1353,863154,846136.1,true
